藥品代碼,商品名稱,藥品學名,藥品中文名,ATC_CODE1,藥品分類代碼說明,DC藥預設替代藥,盤點分類,衛署適應症,商品名
URO05O,Uroprin 100mg Tab (Pyridium),PHENAZOPYRIDINE HCL,路必淨(靛色圓凸形)錠劑,G04BX06,口服藥,,口服,膀胱尿道炎、膀胱鏡檢查、尿道結石、尿道插入治療等疼痛之治療,UROPRIN
URO07I,Urokinase 60000IU Vial YCH,UROKINASE,佑樂克栓注射劑,B01AD04,注射藥,,針劑,急性肺栓塞、急性冠狀動脈栓塞、清潔靜脈導管、末稍動脈靜脈栓塞症。,UROKINASE
URO07O,Urotrol 15mg Tab,PROPIVERINE HCL,優合(黃色圓凸形)膜衣錠,G04BD06,口服藥,,口服,因下列因素所造成的:(1)尿失禁。(2)不穩定性膀胱狀態之尿急及頻尿。造成上述狀態之因素有:甲:原因不明之膀胱不穩定性。乙:神經性膀胱迫尿肌反應過度，源自脊髓損傷(如:橫切損傷造成雙下肢癱瘓的病人。,UROTROL
USO01E,U Soft Cream 40% 10gm Tube,UREA,優倍滋乳膏40%,D02AE01,外用預設一份,,外用,去角質。,U
USO01I,U-Sodin 5mg/2ml Amp,VERAPAMIL,優賜定,C08DA01,注射藥,,針劑,陣發性上室性心搏過速、對於心房撲動、心房纖維顫動情況時、快速心室心搏之暫時性控制,U-SODIN
UTA01O,Utapine 200mg Tab,QUETIAPINE FUMARATE,優達平(白色雙凸圓形)膜衣錠200毫克,N05AH04,口服藥,,口服,思覺失調症、雙極性疾患之躁症發作。,UTAPINE
UTR01O,Utrogestan 100mg Cap,PROGESTERONE,優潔通(米黃球形)膠囊,G03DA04,口服藥,,口服,婦科：-黃體素不足造成失調，主要為：經前症候群，因異常排卵或停止排卵引起的經期不規則，良性乳腺病，停經前期症狀。-更年期治療(雌激素療法的輔助藥品)。-黃體期障礙造成不孕。產科：-預防因黃體期障礙造成習慣性 ...後略，請點選【藥品仿單】分頁查閱,UTROGESTAN
UTR02O,Utraphen FC 37.5/325mg Tab#4,TRAMADOL; ACETAMINOPHEN,立除痛(淡黃色膠囊狀)膜衣錠,N02AX52,管四非麻醉藥,,管4,使用非鴉片類止痛劑無效的中度至嚴重性疼痛。,UTRAPHEN
UWA01O,Uwarin 2.5mg Tab,WARFARIN,瓦寧(淺綠色扁平形)錠,B01AA03,口服藥,,口服,1.預防及/或治療靜脈栓塞症及其相關疾病，以及肺栓塞。2.預防或治療因心房纖維顫動及/或更換心臟瓣膜引起之血栓性栓塞症。,UWARIN
UWA02O,UWARIN 5MG TAB,WARFARIN,瓦寧(淺橘色扁平形)錠,B01AA03,口服藥,,口服,1.預防及/或治療靜脈栓塞症及其相關疾病，以及肺栓塞。2.預防或治療因心房纖維顫動及/或更換心臟瓣膜引起之血栓性栓塞症。,UWARIN
VAB01I,Vabysmo 6mg/0.05mL Vial,Faricimab,羅視萌注射劑,S01LA09,注射藥,,冰箱(針劑),˙血管新生型(濕性)年齡相關性黃斑部退化病變(nAMD)˙糖尿病黃斑部水腫(DME),VABYSMO
VAB02I,Vabysmo (恩慈) 6mg/0.05mL Vial,Faricimab,羅視萌注射劑,S01LA09,注射藥,,冰箱(針劑),˙血管新生型(濕性)年齡相關性黃斑部退化病變(nAMD)˙糖尿病黃斑部水腫(DME),VABYSMO
VAG01I,Vagostin 0.5mg/1ml Amp,NEOSTIGMINE METHYLSULFATE,安可健,N07AA01,注射藥,,針劑,腸管麻痺、筋無力症、血管痙攣性疾患、眼筋無力症,VAGOSTIN
VAL03O,Valdoxan FC 25mg Tab,AGOMELATINE,煩多閃膜衣錠(黃色扁長圓柱形),N06AX22,口服藥,,口服,治療鬱症及廣泛性焦慮症之成人病人。,VALDOXAN
VAL04O,Valcyte 450mg Tab,VALGANCICLOVIR,克毒癒(淡紫紅長圓柱形)膜衣錠,J05AB14,口服藥,,口服,1.用於治療愛滋病患者罹患巨細胞病毒視網膜炎 (CMV retinits)。2.可用於預防接受固體器官移植病患中，具有發生巨細胞病毒疾病之高危險性族群(捐贈者血清巨細胞病毒陽性∕受贈者血清巨細胞病毒陰性 [(D+/R-)])。,VALCYTE
VAL05O,Valtrex 500mg Tab,VALACICLOVIR HYDROCHLORIDE,祛疹易(白色橢圓形)錠,J05AB11,口服藥,,口服,帶狀庖疹、復發性生殖器庖疹的預防及治療。,VALTREX
VAN04I,Vanco 1g Vial,VANCOMYCIN HCL,安克乾粉注射劑,J01XA01,注射藥,,針劑,葡萄球菌感染所導致之心內膜炎、骨髓炎、肺炎、敗血病、軟組織感染、腸炎、梭狀桿菌感染所導致之偽膜性結腸炎。,VANCO
VAN04O,Vancover 125mg Cap,VANCOMYCIN HCL,凡可復(明青/淺黃長圓柱形)膠囊,A07AA09,口服藥,,口服,葡萄球菌腸炎、梭狀桿菌所引起之假膜性結腸炎。,VANCOVER
VAQ01I,VAQTA 25U/0.5ml Vial,"Hepatitis A Virus, Purified, Inactivated","""唯德"" 不活化Ａ型肝炎疫苗",J07BC02,注射藥預設一份,,冰箱(針劑),預防Ａ型肝炎。,VAQTA
VAQ02I,VAQTA 50U/1ml Vial (Adult),"Hepatitis A Virus, Purified, Inactivated","""唯德"" 不活化Ａ型肝炎疫苗(成人)",J07BC02,注射藥預設一份,,冰箱(針劑),預防Ａ型肝炎。,VAQTA
VAR04I,Varivax (自費) 0.5ml Vial,VARICELLA VACCINE,伏痘敏活性水痘疫苗,J07BK01,注射藥預設一份,,冰箱(針劑),水痘之主動免疫。,VARIVAX
VAX06I,Vaxigrip (自費) 0.5mL Syringe,Type A、A、B  Influenza like virus,菲流達三價流感疫苗,J07BB02,鎖檔,,冰箱(針劑),VaxigripTetra適用於成人及6個月(含)以上兒童之主動免疫接種，預防此疫苗所涵蓋之兩種A型及兩種B型流感病毒所引起的流感相關疾病。,VAXIGRIP
VAX09I,Vaxneuvance 15 (自費) Conj Vaccine,"CARRIER PROTEIN,POLYSACCHARIDE MULTI-SER",肺恩賜肺炎鏈球菌十五價結合型疫苗,J07AL02,注射藥預設一份,,冰箱(針劑),適用於6週以上兒童及成人的主動免疫接種，以預防由肺炎鏈球菌血清型1、3、4、5、6A、6B、7F、9V、14、18C、19A、19F、22F、23F和33F所引起的侵襲性疾病。,VAXNEUVANCE
VB103O,Vitamin B1 100mg Tab (Johnson),VITAMIN B1 (THIAMINE),維他命乙1(白色圓凸形)錠劑,A11DA01,口服藥,,口服,腳氣、神經炎、疲勞、營養不良及因缺乏維他命乙１所引起各疾之預防及治療,VITAMIN
VEL01O,Velexbru 80mg Tab,Tirabrutinib,衛徠膜衣錠,L01EL06,口服化學治療藥物,,口服,成人復發或難治型原發性中樞神經系統B細胞淋巴瘤。,VELEXBRU
VEM01O,Vemlidy 25mg tab#,tenofovir alafenamide,韋立得(黃色圓形)膜衣錠,J05AF13,口服藥,,口服,適用於治療成人慢性B型肝炎。,VEMLIDY
VEN02E,Ventolin Inhaler 200d,SALBUTAMOL,泛得林,R03AC02,外用分裝藥,,外用,支氣管痙攣,VENTOLIN
VEN04E,Ventavis 20mcg/2ml Nebuliser Soln#,ILOPROST (TROMETAMOL),菲塔敏思,B01AC11,外用藥,,外用,原發性肺動脈高血壓。,VENTAVIS
VEN04O,Venina 28Tab/Piece,"ESTRADIOL VALERATE,MEDROXYPROGESTERONE",維妮娜 錠,G03FA12,口服預設一份,,口服,停經婦女雌激素不足所引起之諸症狀。,VENINA
VEN05O,Venclexta 100mg Tab,VENETOCLAX,唯可來(淡黃雙凸橢圓形)膜衣錠,L01XX52,口服化學治療藥物,,口服,1.  慢性淋巴球性白血病 (CLL)：與obinutuzumab併用，適用於先前未曾接受過治療的慢性淋巴球性白血病病人。適用於治療先前曾接受至少一線治療之具有或不具有17p缺失的慢性淋巴球性白血病病人。2. 急性骨髓性白血病 ( ...後略，請點選【藥品仿單】分頁查閱,VENCLEXTA
VER01O,Verzenio 150mg Tab,abemaciclib,捷癌寧(土黃色橢圓形)膜衣錠,L01EF03,口服化學治療藥物,,口服,1. 早期乳癌：併用內分泌療法 (tamoxifen或芳香環?抑制劑 )，可做為荷爾蒙受體(HR)陽性、第二型人類表皮生長因子受體(HER2)陰性、淋巴結陽性，高復發風險之早期乳癌成年病人的輔助治療。2. 晚期乳癌：(1) 併用芳香環 ...後略，請點選【藥品仿單】分頁查閱,VERZENIO
VER02I,Verorab Vaccine 0.5ml Vial,RABBIES VACCINE,菲諾犬狂犬病疫苗,J07BG01,注射藥預設一份,,冰箱(針劑),適用於在狂犬病暴露前和暴露後之預防。,VERORAB
VER04O,VERQUVO FC 10MG TAB,VERICIGUAT,偉卡沃(黃橘色圓凸形)膜衣錠,C01DX22,口服藥,,口服,適用於心衰竭惡化事件後病情穩定且射出分率小於45%之症狀性慢性心衰竭成年病人。心衰竭惡化事件係指需住院或門診靜脈利尿劑治療。,VERQUVO
VES01O,Vesanoid 10mg Cap#,TRETINOIN,凡善能(棕色/棕色橢圓形)軟膠囊,L01XF01,口服化學治療藥物,,口服,急性前髓性白血病。,VESANOID
VES02O,Vesicare FC 5mg Tab#,SOLIFENACIN SUCCINATE,衛喜康(淡黃色圓形)膜衣錠,G04BD08,口服藥,,口服,對於膀胱過動症病人所伴隨之急迫性性尿失禁、頻尿、尿急等之症狀性治療。,VESICARE
VFE01I,Vfend 200mg Vial,Voriconazole,黴飛凍晶注射液,J02AC03,注射藥,,針劑,一、治療侵犯性麴菌病(INVASIVE ASPERGILLOSIS)；二、治療嚴重之侵犯性念珠菌感染(SERIOUS INVASIVE CANDIDA INFECTIONS)；三、治療足分枝菌(SCEDOSPORIUM SPP.)和鐮刀菌(FUSARIUM SPP.)之嚴重黴菌感染；四、預防高危 ...後略，請點選【藥品仿單】分頁查閱,VFEND
VFE01O,Vfend 200mg Tab,VORICONAZOLE,黴飛(白色長橢圓形)膜衣錠,J02AC03,口服藥,,口服,一、治療侵犯性麴菌症(invasive aspergillosis)、二、治療嚴重之侵犯性念珠菌感染(Serious invasive Candida infections)、三、治療足分枝菌(Scedosporium spp.)和鐮刀菌(Fusarium spp.)之嚴重黴菌感染、四、預防高危 ...後略，請點選【藥品仿單】分頁查閱,VFEND
VGE01I,V-Genta 80mg/2ml Vial,GENTAMICIN SULFATE,維健注射劑,J01GB03,注射藥,,針劑,革蘭氏陽性、陰性菌、立克次氏體及巨型濾過性病毒感染症,V-GENTA
VIA03O,Viagra 100mg Tab,SILDENAFIL,威而鋼(淺藍菱形)錠劑,G04BE03,口服藥,,口服,成年男性勃起功能障礙。,VIAGRA
VIA04O,Viagra ODT 50mg Tab,SILDENAFIL,威而鋼(藍色菱形)口溶錠,G04BE03,口服藥,,口服,成年男性勃起功能障礙。,VIAGRA
VIA05O,Viartril-S 1500mg Pack; 30Pack/Box,GLUCOSAMINE SULFATE,維骨力加強型口服溶液用粉劑,M01AX05,口服藥,,口服,緩解退化性關節炎之疼痛。,VIARTRIL-S
VIA06O,Viagra OD 50mg Film,SILDENAFIL,威而鋼口溶膜,G04BE03,鎖檔,,口服,成年男性勃起功能障礙,VIAGRA
VIC01I,Victoza 18mg/3ml Pen#,LIRAGLUTIDE,胰妥善注射液,A10BJ02,鎖檔,,冰箱(針劑),血糖控制：可單獨使用或與口服降血糖藥物及/或基礎胰島素併用，適用於藉由飲食與運動仍未達理想血糖控制的10歲以上第2型糖尿病病人，作為血糖控制之輔助治療。預防心血管事件：用於已有心血管疾病的第2型糖尿病病人時 ...後略，請點選【藥品仿單】分頁查閱,VICTOZA
VID01E,Vidisic Gel 10gm Tube,CARBOMER,維蒂斯,S01XA20,外用預設一份,,外用,乾眼症。,VIDISIC
VIG01E,Vigamox Oph Soln 0.5% 5ml,MOXIFLOXACIN (HCL),威爾眸點眼液 0.5%,S01AE07,外用預設一份,,外用,治療下列微生物具感受性的菌株所引起的細菌性結膜炎。好氧性革蘭氏陽性菌：CORYNEBACTERIUM SPECIES、MICROCOCCUS LUTEUS、STAPHYLOCOCCUS AUREUS、STAPHYLOCOCCUS EPIDERMIDIS、STAPHYLOCOCCUS HAEMOLYTICUS、STAPH ...後略，請點選【藥品仿單】分頁查閱,VIGAMOX
VIM01E,Vimax Foaming Solution,Clobetasol,可易適泡沫液,D07AD01,外用預設一份,,外用,牛皮癬、濕疹、扁平苔癬、盤狀紅斑性狼瘡。,VIMAX
VIM01I,Vimpat IV 200mg/20ml Vial,LACOSAMIDE,維帕特 10毫克/毫升輸液溶液,N03AX18,注射藥,,針劑,1.四歲以上有或無次發性全身發作的局部癲癇發作病人的單一藥物治療。2.輔助治療以下症狀：(1) 四歲以上複雜性局部癲癇發作(complex partial seizure)與單純或複雜性局部發作之合併有次發性全身發作(simple or comple ...後略，請點選【藥品仿單】分頁查閱,VIMPAT
VIM01O,Vimpat 100mg Tab,LACOSAMIDE,維帕特(暗黃色橢圓形)膜衣錠,N03AX18,口服藥,,口服,1.四歲以上有或無次發性全身發作的局部癲癇發作病人的單一藥物治療。2.輔助治療以下症狀：(1) 四歲以上複雜性局部癲癇發作(complex partial seizure)與單純或複雜性局部發作之合併有次發性全身發作(simple or comple ...後略，請點選【藥品仿單】分頁查閱,VIMPAT
VIN01O,Vinobin 20mg Softgel Cap,VINORELBINE TARTRATE,威若賓(淺棕色卵圓形)軟膠囊,L01CA04,鎖檔,,冰箱(口服),1.非小細胞肺癌。2.轉移性乳癌。,VINOBIN
VIN02O,VINOBIN 30MG SOFTGEL CAP,VINORELBINE TARTRATE,威若賓(粉紅色卵圓形)軟膠囊,L01CA04,鎖檔,,冰箱(口服),1.非小細胞肺癌。2.轉移性乳癌。,VINOBIN
VIR01O,Viread 300mg Tab#,TENOFOVIR,惠立妥(淺藍色水滴形)膜衣錠,J05AF07,口服藥,,口服,1.Viread適用於與其他抗反轉錄病毒藥物合併使用於成人HIV-1感染之治療。2.Viread適用於與其他抗反轉錄病毒藥物併用，治療對NRTI產生抗藥性，或因毒性反應無法使用第一線藥物治療之HIV-1感染的12歲(含)至18歲小兒患者 ...後略，請點選【藥品仿單】分頁查閱,VIREAD
VIS02O,Visanne 2mg Tab,DIENOGEST,異位寧(灰白色圓形)錠,G03DB08,口服藥,,口服,治療子宮內膜異位症伴隨之骨盆腔疼痛。,VISANNE
VIT01I,Vitacicol 100mg/2ml Amp (Vit. C),VITAMIN C (ASCORBIC ACID),美達康,A11GA01,注射藥,,針劑,維他命Ｃ缺乏症,VITACICOL
VIT05I,VitaCAL 20ml Amp (Ca2+:5.44mEq),"Calcium Chloride, Glucose",美達加祿注射液,B05BB02,注射藥,,針劑,止血、營養,VITACAL
VIT07I,Vitacicol Forte 5000mg/20ml Amp,VITAMIN C (ASCORBIC ACID),美達康美注射液,A11GA01,鎖檔,,針劑,壞血症、出血、維他命Ｃ缺乏症,VITACICOL
VIT09I,VITAGEN 50% 500ML BOT,GLUCOSE,美達研注射液,B05BA03,全靜脈營養製劑,,TPN,,VITAGEN
VOL01I,Voluven Soln 6% 500ml Bag,HYDROXYETHYL STARCH,量能靜脈輸注液,B05AA07,注射藥,,針劑,單獨使用晶質輸注液無法治療且無其他合適替代療法可用之急性出血導致之低血容積病人，本品無法取代紅血球及血漿中的凝血因子。,VOLUVEN
VOL01O,Volna-K F.C 25mg Tab,DICLOFENAC,待可服寧膜衣錠25公絲,M01AB05,口服藥,,口服,緩解發炎及因發炎反應引起之疼痛。,VOLNA-K
VOL04O,Voltaren SR 75mg Tab,DICLOFENAC,服他寧(淡紅三角形)錠劑,M01AB05,口服藥,,口服,緩解發炎及因發炎反應引起之疼痛。,VOLTAREN
VOR02E,Voren-G Gel 1% 40gm,DICLOFENAC SODIUM,非炎,M02AA15,外用預設一份,,外用,短期使用以緩解因發炎反應引起之局部疼痛。,VOREN-G
VOR03E,Voren 12.5mg Supp,DICLOFENAC SODIUM,非炎,M01AB05,外用藥,,外用,緩解發炎及因發炎反應引起之疼痛。,VOREN
VOT01O,Votrient FC 200mg Tab#,Pazopanib HCl,福退癌膜衣錠(粉紅色膠囊型)200毫克,L01EX03,口服化學治療藥物,,口服,晚期腎細胞癌之第一線治療，或用於已接受過細胞激素(CYTOKINE)治療失敗之晚期腎細胞癌患者。Votrient 適用於治療先前曾接受化療的晚期軟組織肉瘤(STS)患者。使用限制: Votrient 對於脂肪細胞型(adipocytic) STS或胃腸 ...後略，請點選【藥品仿單】分頁查閱,VOTRIENT
VYZ01E,Vyzulta 0.024% 5mL Bot,LATANOPROSTENE BUNOD,凡視達眼用液劑,S01EE06,外用預設一份,,冰箱(外用),用於開放性青光眼或高眼壓病人減輕眼內壓。,VYZULTA
WAK01O,Wakix FC 18mg Tab,PITOLISANT HYDROCHLORIDE,唯醒(白色雙凸圓形)膜衣錠,N07XX11,口服藥,,口服,１、治療6歲以上猝睡症(伴隨或未伴隨猝倒現象)的病人。 ２、改善患有阻塞性睡眠呼吸中止 (OSA)成人病人的覺醒狀態並減少日間過度嗜睡(EDS)，這些病人的EDS無法透過如持續性呼吸道正壓 (CPAP)等 OSA主要治療方式，而得到令人滿意的治療成果或對其無法耐受。,WAKIX
WAT05I,Water For Inj 20ml (信東),WATER,注射用水,V07AB,注射藥,,針劑,粉末注射藥之溶解劑,WATER
WAT07E,Water For Irrigation 1000ml Bot塑膠瓶,WATER FOR INJECTION,"""永豐”滅菌沖洗用蒸餾水",B05B,處置用藥,,外用,傷口之沖洗及一般手術時切割處組織之直接灌注沖洗及醫療器具之洗淨。,WATER
WEG01I,Wegovy 1mg/dose FlexTouch Pen,SEMAGLUTIDE,週纖達諾特筆1毫克,A10BJ06,注射藥,,冰箱(針劑),肥胖與過重之體重控制,WEGOVY
WEG02I,Wegovy 1.7mg/dose FlexTouch Pen,SEMAGLUTIDE,週纖達諾特筆1.7毫克,A10BJ06,注射藥,,冰箱(針劑),肥胖與過重之體重控制,WEGOVY
WEI02O,Weisu 200mg Tab,SULINDAC,衛舒(黃色六邊形)膜衣錠,M01AB02,口服藥,,口服,下列疾患引起之消炎、鎮痛（變形性關節炎、慢性關節炎、腰痛症肩關節周圍炎）,WEISU
WEL03O,Wellbutrin XL 150mg Tab#,BUPROPION HCL,威克倦持續性藥效錠,N06AX12,口服藥,,口服,治療憂鬱症,WELLBUTRIN
WEM01S,Wempty Susp 60mg/60ml Bot,DOMPERIDONE,胃利空懸液劑,A03FA03,口服分裝藥,,外用,噁心、嘔吐的症狀治療，糖尿病引起的胃腸蠕動異常。,WEMPTY
WIT01O,Witgen 10mg Tab#,MEMANTINE HCL,威智(白色長扁骨形)錠,N06DX01,口服藥,,口服,治療中重度及重度阿滋海默症。,WITGEN
XAL01E,Xalatan 0.005% 2.5ml,LATANOPROST,舒而坦,S01EE01,外用預設一份,,冰箱(外用),六歲以上兒童與成人之青光眼、高眼壓。,XALATAN
XAL01O,Xalkori 250mg Cap#,Crizotinib,截剋瘤(粉紅色圓柱形)膠囊,L01ED01,口服化學治療藥物,,口服,治療ALK陽性的晚期非小細胞肺癌患者。治療前須經衛福部核准之檢驗方式測得ALK陽性。XALKORI適用於治療ROS-1陽性的晚期非小細胞肺癌(NSCLC)患者。,XALKORI
XAL02E,Xalacom Eye Drops,"LATANOPROST,TIMOLOL",複方舒而坦眼藥水,S01ED51,外用預設一份,,冰箱(外用),開放性青光眼及高眼壓症，且對局部β－BLOCKER治療無效時。,XALACOM
XAM01E,Xamiol Gel 30g,"BETAMETHASONE 0.5mg,CALCIPOTRIOL 50mcg",絲玫歐凝膠,D05AX02,外用預設一份,,外用,治療頭皮牛皮癬治療非頭皮部位之輕度至中度尋常性牛皮癬,XAMIOL
XAN01O,Xanax 0.25mg Tab #4,ALPRAZOLAM,贊安諾(白色橢圓形)錠劑,N05BA12,管四非麻醉藥,,管4,焦慮狀態,XANAX
XAN03O,Xanthium 200mg Cap,THEOPHYLLINE DIHYDROUS,善寧(白色/白色長圓柱形)膠囊,R03DA04,口服藥,,口服,氣喘及支氣管痙攣。,XANTHIUM
XAN04O,XANAX XR 0.5mg Tab #4,ALPRAZOLAM,贊安諾(淡藍圓凸形)錠劑,N05BA12,管四非麻醉藥,,管4,焦慮狀態、恐慌症。,XANAX
XAR01O,XARELTO FC 10MG TAB#,RIVAROXABAN,拜瑞妥(淡紅色雙凸圓形)膜衣錠,B01AF01,口服藥,,口服,1. 用於非瓣膜性心房顫動(non-valvular atrial fibrillation)且有下列至少一項危險因子者成人病患，預防中風及全身性栓塞(systemic embolism)。危險因子例如：心衰竭、高血壓、年齡大於等於75歲、糖尿病、曾發生腦中 ...後略，請點選【藥品仿單】分頁查閱,XARELTO
XAR02O,XARELTO FC 20mg Tab#,RIVAROXABAN,拜瑞妥膜衣錠(紅棕色雙凸圓形)20毫克,B01AF01,口服藥,,口服,1. 用於非瓣膜性心房顫動(non-valvular atrial fibrillation)且有下列至少一項危險因子者成人病患，預防中風及全身性栓塞(systemic embolism)。危險因子例如：心衰竭、高血壓、年齡大於等於75歲、糖尿病、曾發生腦中 ...後略，請點選【藥品仿單】分頁查閱,XARELTO
XAR03O,XARELTO FC 15mg Tab#,RIVAROXABAN,拜瑞妥膜衣(紅棕色雙凸圓形)錠,B01AF01,口服藥,,口服,1. 用於非瓣膜性心房顫動(non-valvular atrial fibrillation)且有下列至少一項危險因子者成人病患，預防中風及全身性栓塞(systemic embolism)。危險因子例如：心衰竭、高血壓、年齡大於等於75歲、糖尿病、曾發生腦中 ...後略，請點選【藥品仿單】分頁查閱,XARELTO
XAR04O,Xarelto FC 2.5mg Tab#,RIVAROXABAN,拜瑞妥膜衣錠2.5毫克,B01AF01,口服藥,,口服,與乙醯水楊酸(阿斯匹靈；ASA)併用，可用於發生缺血事件高危險群之冠狀動脈疾病(CAD)或症狀性周邊動脈疾病(PAD)病人，以預防動脈粥狀硬化血栓形成事件(atherothrombotic events)。,XARELTO
XEL01O,Xeloda 500mg Tab#,CAPECITABINE,截瘤達(淺灰紅橢圓形)錠劑,L01BC06,口服化學治療藥物,,口服,乳癌：XELODA與DOCETAXEL併用於治療對ANTHRACYCLINE化學治療無效之局部晚期或轉移性乳癌病患。XELODA亦可單獨用於對紫杉醇（TAXANE）及ANTHRACYCLINE化學治療無效，或無法使用ANTHRACYCLINE治療之局部晚期或轉移性乳 ...後略，請點選【藥品仿單】分頁查閱,XELODA
XEL02O,Xeljanz 5mg Tab#,TOFACITINIB,捷抑炎(白色圓扁形)膜衣錠,L04AA29,口服藥,,口服,１、類風濕性關節炎：適用於治療患有中至重度活動性類風濕性關節炎(Rheumatoid Arthritis， RA)且對methotrexate無法產生適當治療反應或無法耐受methotrexate之成人病人。本品可用於單一療法或與methotrexate或其他非 ...後略，請點選【藥品仿單】分頁查閱,XELJANZ
XEL03O,XELJANZ XR 11MG TAB,TOFACITINIB,捷抑炎(粉色橢圓形)持續性藥效錠,L04AA29,口服藥,,口服,1.類風濕性關節炎  2.乾癬性關節炎  3.僵直性脊椎炎  4.潰瘍性結腸炎 ...詳略，請點選【藥品仿單】分頁查閱,XELJANZ
XGE01I,Xgeva 120mg/1.7ml Vial,DENOSUMAB,癌骨瓦 注射液,M05BX04,注射藥預設一份,Xgeva 120mg/1mL Syringe,冰箱(針劑),1.1多發性骨髓瘤及實質腫瘤骨轉移XGEVA適用於實體腫瘤已有骨轉移及多發性骨髓瘤之成人病患，預防發生骨骼相關事件。1.2骨巨細胞瘤XGEVA適用於治療其骨巨細胞瘤無法以手術切除或手術切除可能導致重症(severe morbidit ...後略，請點選【藥品仿單】分頁查閱,XGEVA
XGE02I,Xgeva 120mg/1mL Syringe,DENOSUMAB,癌骨瓦預充填針筒注射劑,M05BX04,注射藥預設一份,,冰箱(針劑),1.多發性骨髓瘤及實質腫瘤骨轉移 適用於實體腫瘤已有骨轉移及多發性骨髓瘤之成人病人，預防發生骨骼相關事件。 2.骨巨細胞瘤 適用於治療其骨巨細胞瘤無法以手術切除或手術切除可能導致重症(severe morbidity)的成人和骨骼發育成熟之青少年病人。 3.惡性高血鈣症 適用於治療雙,XGEVA
XIG01O,Xigduo XR 10/1000mg Tab#,"Dapagliflozin,Metformin HCL",釋多糖(黃色橢圓形)持續性藥效膜衣錠10毫克/1000毫克,A10BD15,口服藥,,口服,適用於配合飲食和運動，以改善以下第二型糖尿病成人病人的血糖控制： 已在接受dapagliflozin 和metforminhydrochloride(HCl)合併治療者，或使用metformin但控制不佳者。用於具第二型糖尿病且已有心血管疾病(CVD)或多 ...後略，請點選【藥品仿單】分頁查閱,XIGDUO
XOF01O,Xofluza 20mg Tab,baloxavir marboxil,紓伏效(白色橢圓形)膜衣錠,J05AX25,口服藥,,口服,適用於治療5歲以上且體重20公斤以上病人之A型及B型流行性感冒病毒急性感染。適用於5歲以上且體重20公斤以上兒童、青少年及成人於密切接觸流感病人後預防流行性感冒。,XOFLUZA
XOL01I,Xolair 150mg/mL Syringe#,OMALIZUMAB,喜瑞樂注射劑,R03DX05,注射藥,,冰箱(針劑),1.過敏性氣喘附加療法：為附加療法用於改善已接受高劑量吸入性類固醇製劑及長效乙二型作用劑(s2-agonist)治療下仍有頻繁之日間症狀或夜間覺醒且具有多次重度氣喘惡化記錄之重度持續過敏性氣喘成人、青少年及兒童(6歲 ...後略，請點選【藥品仿單】分頁查閱,XOLAIR
